Id,Name,Link,ConformanceUnits
725,EventFilter,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.22.3",""
728,AggregateFilter,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.22.4",""
731,MonitoringFilterResult,"",""
734,EventFilterResult,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.22.3",""
737,AggregateFilterResult,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.22.4",""
740,MonitoringParameters,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.21",""
743,MonitoredItemCreateRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.2/#5.12.2.2",""
746,MonitoredItemCreateResult,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.2/#5.12.2.2",""
749,CreateMonitoredItemsRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.2/#5.12.2.2",""
752,CreateMonitoredItemsResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.2/#5.12.2.2",""
755,MonitoredItemModifyRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.3/#5.12.3.2",""
758,MonitoredItemModifyResult,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.3/#5.12.3.2",""
761,ModifyMonitoredItemsRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.3/#5.12.3.2",""
764,ModifyMonitoredItemsResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.3/#5.12.3.2",""
767,SetMonitoringModeRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.4/#5.12.4.2",""
770,SetMonitoringModeResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.4/#5.12.4.2",""
773,SetTriggeringRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.5/#5.12.5.2",""
776,SetTriggeringResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.5/#5.12.5.2",""
779,DeleteMonitoredItemsRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.6/#5.12.6.2",""
782,DeleteMonitoredItemsResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.12.6/#5.12.6.2",""
785,CreateSubscriptionRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.2/#5.13.2.2",""
788,CreateSubscriptionResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.2/#5.13.2.2",""
791,ModifySubscriptionRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.3/#5.13.3.2",""
794,ModifySubscriptionResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.3/#5.13.3.2",""
797,SetPublishingModeRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.4/#5.13.4.2",""
800,SetPublishingModeResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.4/#5.13.4.2",""
803,NotificationMessage,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.26",""
806,MonitoredItemNotification,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.25.2",""
809,DataChangeNotification,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.25.2",""
818,StatusChangeNotification,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.25.4",""
821,SubscriptionAcknowledgement,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.5/#5.13.5.2",""
824,PublishRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.5/#5.13.5.2",""
827,PublishResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.5/#5.13.5.2",""
830,RepublishRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.6/#5.13.6.2",""
833,RepublishResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.6/#5.13.6.2",""
836,TransferResult,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.7/#5.13.7.2",""
839,TransferSubscriptionsRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.7/#5.13.7.2",""
842,TransferSubscriptionsResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.7/#5.13.7.2",""
845,DeleteSubscriptionsRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.8/#5.13.8.2",""
848,DeleteSubscriptionsResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.13.8/#5.13.8.2",""
851,RedundancySupport,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.5","Base Info ServerType;"
852,ServerState,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.6","Base Info ServerType;"
853,RedundantServerDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.7","Redundancy Server Transparent;"
856,SamplingIntervalDiagnosticsDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.8","Base Info ServerType;"
859,ServerDiagnosticsSummaryDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.9","Base Info ServerType;"
862,ServerStatusDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.10","Base Info ServerType;"
865,SessionDiagnosticsDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.11","Base Info ServerType;"
868,SessionSecurityDiagnosticsDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.12","Base Info ServerType;"
871,ServiceCounterDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.13","Base Info ServerType;"
874,SubscriptionDiagnosticsDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.15","Base Info ServerType;"
877,ModelChangeStructureDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.16","Base Info Model Change General;"
884,Range,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.6.2","Base Info Range DataType;"
887,EUInformation,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.6.3/#5.6.3.2","Base Info EUInformation;"
890,ExceptionDeviationFormat,"https://reference.opcfoundation.org/v104/Core/docs/Part11/5.2.2",""
891,Annotation,"https://reference.opcfoundation.org/v104/Core/docs/Part11/5.5",""
894,ProgramDiagnosticDataType,"",""
897,SemanticChangeStructureDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.17","Base Info SemanticChange;"
914,EventNotificationList,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.25.3",""
917,EventFieldList,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.25.3",""
920,HistoryEventFieldList,"",""
938,IssuedIdentityToken,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.3.15/#12.3.15.2","Auditing Connections;"
945,NotificationData,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.25.1",""
948,AggregateConfiguration,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.22.4",""
2000,ImageBMP,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.3/#12.2.3.3","Base Info Image DataTypes;"
2001,ImageGIF,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.3/#12.2.3.4","Base Info Image DataTypes;"
2002,ImageJPG,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.3/#12.2.3.5","Base Info Image DataTypes;"
2003,ImagePNG,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.3/#12.2.3.6","Base Info Image DataTypes;"
2004,ServerType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.1","Base Info ServerType;"
2013,ServerCapabilitiesType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.2","Base Info ServerType;"
2020,ServerDiagnosticsType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.3","Base Info ServerType;"
2026,SessionsDiagnosticsSummaryType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.4","Base Info ServerType;"
2029,SessionDiagnosticsObjectType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.5","Base Info ServerType;"
2033,VendorServerInfoType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.6","Base Info ServerType;"
2034,ServerRedundancyType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.7","Base Info ServerType;"
2036,TransparentRedundancyType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.8","Redundancy Server Transparent;"
2039,NonTransparentRedundancyType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.9","Redundancy Server;"
2041,BaseEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.2","Address Space Events;"
2052,AuditEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.3","Auditing Connections;Auditing NodeManagement;Auditing History Services;Auditing Write;Auditing Method;"
2058,AuditSecurityEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.4","Auditing Connections;"
2059,AuditChannelEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.5","Auditing Connections;"
2060,AuditOpenSecureChannelEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.6","Auditing Connections;"
2069,AuditSessionEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.7","Auditing Connections;"
2071,AuditCreateSessionEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.8","Auditing Connections;"
2075,AuditActivateSessionEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.10","Auditing Connections;"
2078,AuditCancelEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.11","Auditing Connections;"
2080,AuditCertificateEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.12","Auditing Connections;"
2082,AuditCertificateDataMismatchEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.13","Auditing Connections;"
2085,AuditCertificateExpiredEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.14","Auditing Connections;"
2086,AuditCertificateInvalidEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.15","Auditing Connections;"
2087,AuditCertificateUntrustedEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.16","Auditing Connections;"
2088,AuditCertificateRevokedEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.17","Auditing Connections;"
2089,AuditCertificateMismatchEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.18","Auditing Connections;"
2090,AuditNodeManagementEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.19","Auditing NodeManagement;"
2091,AuditAddNodesEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.20","Auditing NodeManagement;"
2093,AuditDeleteNodesEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.21","Auditing NodeManagement;"
2095,AuditAddReferencesEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.22","Auditing NodeManagement;"
2097,AuditDeleteReferencesEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.23","Auditing NodeManagement;"
2099,AuditUpdateEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.24","Auditing History Services;Auditing Write;"
2100,AuditWriteUpdateEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.25","Auditing Write;"
2104,AuditHistoryUpdateEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.26","Auditing History Services;"
2127,AuditUpdateMethodEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.27","Auditing Method;"
2130,SystemEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.28","Base Info Device Failure;Base Info System Status Underlying System;Base Info System Status;"
2131,DeviceFailureEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.29","Base Info Device Failure;"
2132,BaseModelChangeEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.31","Base Info Model Change;"
2133,GeneralModelChangeEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.32","Base Info Model Change General;"
2137,ServerVendorCapabilityType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.5","Base Info ServerType;"
2138,ServerStatusType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.6","Base Info ServerType;"
2150,ServerDiagnosticsSummaryType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.8","Base Info ServerType;"
2164,SamplingIntervalDiagnosticsArrayType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.9","Base Info ServerType;"
2165,SamplingIntervalDiagnosticsType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.10","Base Info ServerType;"
2171,SubscriptionDiagnosticsArrayType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.11","Base Info ServerType;"
2172,SubscriptionDiagnosticsType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.12","Base Info ServerType;"
2196,SessionDiagnosticsArrayType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.13","Base Info ServerType;"
2197,SessionDiagnosticsVariableType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.14","Base Info ServerType;"
2243,SessionSecurityDiagnosticsArrayType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.15","Base Info ServerType;"
2244,SessionSecurityDiagnosticsType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.16","Base Info ServerType;"
2253,Server,"https://reference.opcfoundation.org/v105/Core/docs/Part5/8.3.2","Base Info Core Structure 2;Address Space Events 2;"
2299,StateMachineType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.4.2","Base Info State Machine Instance;"
2307,StateType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.4.8","Base Info Finite State Machine Instance;"
2309,InitialStateType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.4.9","Base Info Finite State Machine Instance;"
2310,TransitionType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.4.10","Base Info Finite State Machine Instance;"
2311,TransitionEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.4.16","Base Info Finite State Machine Instance;"
2315,AuditUpdateStateEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.4.17","Auditing Base;"
2318,HistoricalDataConfigurationType,"https://reference.opcfoundation.org/v104/Core/docs/Part11/5.2.2",""
2330,HistoryServerCapabilitiesType,"https://reference.opcfoundation.org/v104/Core/docs/Part11/5.4.2",""
2340,AggregateFunctionType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.8","Base Info ServerType;"
2357,Start,"https://reference.opcfoundation.org/v105/Core/docs/Part10/A.2.6/#A.2.6.2",""
2365,DataItemType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.1","Data Access DataItems;"
2368,AnalogItemType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.2/#5.3.2.3","Data Access AnalogItemType;"
2372,DiscreteItemType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.3/#5.3.3.1","Data Access DiscreteItemType;"
2373,TwoStateDiscreteType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.3/#5.3.3.2","Data Access TwoState;"
2376,MultiStateDiscreteType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.3/#5.3.3.3","Data Access MultiState;"
2378,ProgramTransitionEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part10/5.2.5/#5.2.5.2","Program Basic;"
2380,ProgramDiagnosticType,"",""
2391,ProgramStateMachineType,"https://reference.opcfoundation.org/v105/Core/docs/Part10/5.2.1","Program Basic;"
2738,SemanticChangeEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.33","Base Info SemanticChange;"
2748,AuditUrlMismatchEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.9","Auditing Connections;"
2755,StateVariableType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.4.3","Base Info State Machine Instance;"
2760,FiniteStateVariableType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.4.6","Base Info Finite State Machine Instance;"
2762,TransitionVariableType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.4.4","Base Info State Machine Instance;"
2767,FiniteTransitionVariableType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.4.7","Base Info Finite State Machine Instance;"
2771,FiniteStateMachineType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.4.5","Base Info Finite State Machine Instance;Base Info Available States and Transitions;"
2782,ConditionType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.5.2","A & C Basic;"
2787,RefreshStartEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.11.2","A & C Refresh;A & C Refresh2;"
2788,RefreshEndEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.11.3","A & C Refresh;A & C Refresh2;"
2789,RefreshRequiredEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.11.4","A & C Refresh;A & C Refresh2;"
2790,AuditConditionEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.10.2","A & C Auditing;"
2803,AuditConditionEnableEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.10.3","A & C Auditing;"
2829,AuditConditionCommentEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.10.4","A & C Auditing;"
2830,DialogConditionType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.6.2","A & C Dialog;"
2881,AcknowledgeableConditionType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.7.2","A & C Acknowledge;"
2915,AlarmConditionType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.2","A & C Alarm;"
2929,ShelvedStateMachineType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.16/#5.8.16.1","A & C Shelving;"
2947,Unshelve,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.16/#5.8.16.2","A & C Shelving;"
2948,OneShotShelve,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.16/#5.8.16.6","A & C Shelving;"
2949,TimedShelve,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.16/#5.8.16.4","A & C Shelving;"
2955,LimitAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.17","A & C Exclusive Limit;A & C Non-Exclusive Limit;"
2999,AuditHistoryEventUpdateEventType,"https://reference.opcfoundation.org/v104/Core/docs/Part11/5.6.2",""
3006,AuditHistoryValueUpdateEventType,"https://reference.opcfoundation.org/v104/Core/docs/Part11/5.6.3",""
3012,AuditHistoryDeleteEventType,"https://reference.opcfoundation.org/v104/Core/docs/Part11/5.6.5",""
3014,AuditHistoryRawModifyDeleteEventType,"https://reference.opcfoundation.org/v104/Core/docs/Part11/5.6.6",""
3019,AuditHistoryAtTimeDeleteEventType,"https://reference.opcfoundation.org/v104/Core/docs/Part11/5.6.7",""
3022,AuditHistoryEventDeleteEventType,"https://reference.opcfoundation.org/v104/Core/docs/Part11/5.6.8",""
3035,EventQueueOverflowEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.34","Base Info EventQueueOverflow EventType;"
3048,EventTypes,"https://reference.opcfoundation.org/v105/Core/docs/Part5/8.2.10","Address Space Events 2;"
3051,BuildInfoType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.7","Base Info ServerType;"
3065,AlwaysGeneratesEvent,"https://reference.opcfoundation.org/v105/Core/docs/Part5/11.17","Address Space Events 2;"
3806,ProgramTransitionAuditEventType,"",""
3850,FinalResultData,"https://reference.opcfoundation.org/v105/Core/docs/Part10/A.2.6/#A.2.6.2",""
3875,ConditionRefresh,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.5.7","A & C Refresh;"
7594,EnumValueType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.12/#12.2.12.6","Base Info Base Types;"
8912,TimeZoneDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.12/#12.2.12.11","Base Info LocalTime;"
8927,AuditConditionRespondEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.10.5","A & C Dialog Auditing;"
8944,AuditConditionAcknowledgeEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.10.6","A & C Acknowledge Auditing;"
8961,AuditConditionConfirmEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.10.7","A & C Confirm Auditing;"
8995,TwoStateVariableType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.2","A & C Basic;"
9002,ConditionVariableType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.3","A & C Basic;"
9004,HasTrueSubState,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.4.2","A & C Basic;"
9005,HasFalseSubState,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.4.3","A & C Basic;"
9006,HasCondition,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.12","A & C Basic;"
9027,Enable,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.5.5","A & C Enable;"
9028,Disable,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.5.4","A & C Enable;"
9029,AddComment,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.5.6","A & C Comment;"
9069,Respond,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.6.3","A & C Dialog;"
9111,Acknowledge,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.7.3","A & C Acknowledge;"
9113,Confirm,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.7.4","A & C Confirm;"
9318,ExclusiveLimitStateMachineType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.18/#5.8.18.2","A & C Exclusive Limit;"
9341,ExclusiveLimitAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.18/#5.8.18.3","A & C Exclusive Limit;"
9482,ExclusiveLevelAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.20/#5.8.20.3","A & C Exclusive Level;"
9623,ExclusiveRateOfChangeAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.22/#5.8.22.3","A & C Exclusive RateOfChange;"
9764,ExclusiveDeviationAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.21/#5.8.21.3","A & C Exclusive Deviation;"
9906,NonExclusiveLimitAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.19","A & C Non-Exclusive Limit;"
10060,NonExclusiveLevelAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.20/#5.8.20.2","A & C Non-Exclusive Level;"
10214,NonExclusiveRateOfChangeAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.22/#5.8.22.2","A & C Non-Exclusive RateOfChange;"
10368,NonExclusiveDeviationAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.21/#5.8.21.2","A & C Non-Exclusive Deviation;"
10523,DiscreteAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.23/#5.8.23.1","A & C Discrete;"
10637,OffNormalAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.23/#5.8.23.2","A & C OffNormal;"
10751,TripAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.23/#5.8.23.4","A & C Trip;"
11093,AuditConditionShelvingEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.10.8","A & C Shelving Auditing;"
11163,BaseConditionClassType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.9.2","A & C ConditionClasses;"
11164,ProcessConditionClassType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.9.3","A & C ConditionClasses;"
11165,MaintenanceConditionClassType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.9.4","A & C ConditionClasses;"
11166,SystemConditionClassType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.9.5","A & C ConditionClasses;"
11187,AggregateConfigurationType,"",""
11216,ModificationInfo,"https://reference.opcfoundation.org/v104/Core/docs/Part11/6.5.3",""
11217,HistoryModifiedData,"https://reference.opcfoundation.org/v104/Core/docs/Part11/6.5.3",""
11234,HistoryUpdateType,"https://reference.opcfoundation.org/v104/Core/docs/Part11/6.6",""
11238,MultiStateValueDiscreteType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.3/#5.3.3.4","Data Access MultiStateValueDiscrete;"
11293,PerformUpdateType,"https://reference.opcfoundation.org/v104/Core/docs/Part11/6.7",""
11295,UpdateStructureDataDetails,"https://reference.opcfoundation.org/v104/Core/docs/Part11/6.8.3/#6.8.3.1",""
11436,ProgressEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.35","Base Info Progress Events;"
11446,SystemStatusChangeEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.4.30","Base Info System Status Underlying System;Base Info System Status;"
11487,OptionSetType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.17","Base Info OptionSet;"
11492,GetMonitoredItems,"https://reference.opcfoundation.org/v105/Core/docs/Part5/9.1","Base Info ServerType;"
11508,OptionalPlaceholder,"https://reference.opcfoundation.org/v105/Core/docs/Part5/8.3.6","Base Info Base Types;"
