Id,Name,Link,ConformanceUnits
11510,MandatoryPlaceholder,"https://reference.opcfoundation.org/v105/Core/docs/Part5/8.3.7","Base Info Base Types;"
11564,OperationLimitsType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.11","Base Info ServerType;"
11575,FileType,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.2.1","Base Info FileType Base;"
11595,AddressSpaceFileType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.12","Base Info ServerType;"
11616,NamespaceMetadataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.13","Base Info ServerType;"
11645,NamespacesType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.14","Base Info ServerType;"
11737,BitFieldMaskDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.18","Base Info BitFieldMaskDataType;"
11753,SystemOffNormalAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.23/#5.8.23.3","A & C SystemOffNormal;"
11856,AuditProgramTransitionEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part10/5.2.6","Program Auditing;"
11879,InstanceNode,"",""
11880,TypeNode,"",""
11939,OpenFileMode,"",""
11941,ModelChangeStructureVerbMask,"",""
11943,EndpointUrlListDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.20","Redundancy Server;"
11944,NetworkGroupDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.19","Redundancy Server;"
11945,NonTransparentNetworkRedundancyType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/6.3.10","Redundancy Server;"
12021,ArrayItemType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.4/#5.3.4.1","Data Access ArrayItem2Type;"
12029,YArrayItemType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.4/#5.3.4.2","Data Access YArrayItemType;"
12038,XYArrayItemType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.4/#5.3.4.3","Data Access XYArrayItemType;"
12047,ImageItemType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.4/#5.3.4.4","Data Access ImageItemType;"
12057,CubeItemType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.4/#5.3.4.5","Data Access CubeItemType;"
12068,NDimensionArrayItemType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.4/#5.3.4.6","Data Access NDimensionArrayItemType;"
12077,AxisScaleEnumeration,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.6.7","Data Access ArrayItem2Type;"
12079,AxisInformation,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.6.6","Data Access AxisInformationType;"
12080,XVType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.6.8","Data Access XYArrayItemType;"
12171,ComplexNumberType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.6.4","Data Access Complex Number;"
12172,DoubleComplexNumberType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.6.5","Data Access DoubleComplex Number;"
12189,ServerOnNetwork,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.4.3/#5.4.3.2",""
12190,FindServersOnNetworkRequest,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.4.3/#5.4.3.2",""
12191,FindServersOnNetworkResponse,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.4.3/#5.4.3.2",""
12193,RegisterServer2Request,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.4.6/#5.4.6.2",""
12194,RegisterServer2Response,"https://reference.opcfoundation.org/v105/Core/docs/Part4/5.4.6/#5.4.6.2",""
12522,TrustListType,"",""
12552,TrustListMasks,"",""
12554,TrustListDataType,"",""
12555,CertificateGroupType,"",""
12556,CertificateType,"",""
12557,ApplicationCertificateType,"",""
12558,HttpsCertificateType,"",""
12559,RsaMinApplicationCertificateType,"",""
12560,RsaSha256ApplicationCertificateType,"",""
12561,TrustListUpdatedAuditEventType,"",""
12581,ServerConfigurationType,"",""
12620,CertificateUpdatedAuditEventType,"",""
12647,Open,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.2.2","Base Info FileType Base;"
12650,Close,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.2.3","Base Info FileType Base;"
12652,Read,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.2.4","Base Info FileType Base;"
12655,Write,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.2.5","Base Info FileType Base;"
12657,GetPosition,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.2.6","Base Info FileType Base;"
12660,SetPosition,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.2.7","Base Info FileType Base;"
12749,SetSubscriptionDurable,"https://reference.opcfoundation.org/v105/Core/docs/Part5/9.3","Base Info ServerType;"
12755,OptionSet,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.12/#12.2.12.8","Base Info OptionSet DataType;"
12756,Union,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.12/#12.2.12.12","Base Info OptionSet DataType;"
12873,ResendData,"https://reference.opcfoundation.org/v105/Core/docs/Part5/9.2","Base Info ServerType;"
12877,NormalizedString,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.11/#12.2.11.2","Base Info NormalizedString DataType;"
12878,DecimalString,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.11/#12.2.11.3","Base Info DecimalString DataType;"
12879,DurationString,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.11/#12.2.11.4","Base Info Date DataTypes;"
12880,TimeString,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.11/#12.2.11.5","Base Info Date DataTypes;"
12881,DateString,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.11/#12.2.11.6","Base Info Date DataTypes;"
12886,RequestServerStateChange,"https://reference.opcfoundation.org/v105/Core/docs/Part5/9.4","Base Info ServerType;"
12890,DiscoveryConfiguration,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.13.1",""
12891,MdnsDiscoveryConfiguration,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.13.2",""
12912,ConditionRefresh2,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.5.8","A & C Refresh2;"
13225,CertificateExpirationAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.23/#5.8.23.7","A & C CertificateExpiration;"
13353,FileDirectoryType,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.3.1","Base Info FileDirectoryType Base;"
13813,CertificateGroupFolderType,"",""
14209,PubSubConnectionType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.5/#9.1.5.2","PubSub Model Base;"
14232,PubSubGroupType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.6/#9.1.6.2","PubSub Model Base;"
14273,PublishedVariableDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.3/#6.2.3.7.1","PubSub Parameters PublishedDataSet;"
14416,PublishSubscribeType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.3/#9.1.3.2","PubSub Model Base;"
14443,PublishSubscribe,"https://reference.opcfoundation.org/v105/Core/docs/Part14/8.2","PubSub Model SKS;"
14476,HasPubSubConnection,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.3/#9.1.3.6","PubSub Model Base;"
14477,DataSetFolderType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.4/#9.1.4.5.1","PubSub Model Base;"
14509,PublishedDataSetType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.4/#9.1.4.2.1","PubSub Model Base;"
14523,DataSetMetaDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.3/#6.2.3.2.2","PubSub Parameters Discovery;"
14524,FieldMetaData,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.3/#6.2.3.2.3","PubSub Parameters Discovery;"
14525,DataTypeDescription,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.32","Base Info UaBinary File;"
14533,KeyValuePair,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.21","Base Info KeyValuePair;"
14534,PublishedDataItemsType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.4/#9.1.4.3.1","PubSub Model PublishedDataSet;"
14572,PublishedEventsType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.4/#9.1.4.4.1","PubSub Model PublishedDataSet Events;"
14593,ConfigurationVersionDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.3/#6.2.3.2.5","PubSub Parameters Discovery;"
14643,PubSubStatusType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.10/#9.1.10.1","PubSub Model Base;"
14647,PubSubState,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.1","PubSub Model Base;"
14744,FieldTargetDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.10/#6.2.10.2.3","PubSub Parameters SubscribedDataSet;"
14936,DataSetToWriter,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.4/#9.1.4.2.5","PubSub Model Base;"
15005,SimpleTypeDescription,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.35","Base Info UaBinary File;"
15006,UABinaryFileDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.36","Base Info UaBinary File;"
15007,BrokerConnectionTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.2/#6.4.2.2.3","PubSub Parameters Broker;"
15008,BrokerTransportQualityOfService,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.2/#6.4.2.1","PubSub Parameters Broker;"
15013,AuditConditionResetEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.10.11","A & C Latching Auditing;"
15031,AccessLevelType,"https://reference.opcfoundation.org/v105/Core/docs/Part3/8.57",""
15033,EventNotifierType,"https://reference.opcfoundation.org/v105/Core/docs/Part3/8.59",""
15064,DatagramConnectionTransportType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.3.1/#9.3.1.1","PubSub Model Datagram;"
15108,SubscribedDataSetType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.9/#9.1.9.1","PubSub Model Base;"
15109,ChoiceStateType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.6.2","Base Info Choice States;"
15111,TargetVariablesType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.9/#9.1.9.2.1","PubSub Model SubscribedDataSet;"
15112,HasGuard,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.6.3","Base Info Choice States;"
15113,GuardVariableType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.6.4","Base Info Choice States;"
15127,SubscribedDataSetMirrorType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.9/#9.1.9.3","PubSub Model SubscribedDataSet Mirror;"
15128,ExpressionGuardVariableType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.6.5","Base Info Choice States;"
15155,BrokerConnectionTransportType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.3.2/#9.3.2.1","PubSub Model Broker;"
15181,UserCredentialCertificateType,"",""
15296,HasDataSetWriter,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.6/#9.1.6.6","PubSub Model Base;"
15297,HasDataSetReader,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.6/#9.1.6.12","PubSub Model Base;"
15298,DataSetWriterType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.7/#9.1.7.2","PubSub Model Base;"
15305,DataSetWriterTransportType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.7/#9.1.7.3","PubSub Model Base;"
15306,DataSetReaderType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.8/#9.1.8.2","PubSub Model Base;"
15317,ElseGuardVariableType,"https://reference.opcfoundation.org/v105/Core/docs/Part16/4.6.6","Base Info Choice States;"
15318,BaseAnalogType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.2/#5.3.2.2","Data Access BaseAnalogType;"
15319,DataSetReaderTransportType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.8/#9.1.8.3","PubSub Model Base;"
15383,ProgramDiagnostic2Type,"https://reference.opcfoundation.org/v105/Core/docs/Part10/5.2.9","Program Basic;"
15406,AccessLevelExType,"https://reference.opcfoundation.org/v105/Core/docs/Part3/8.58",""
15452,SecurityGroupFolderType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/8.5.1","PubSub Model SKS;"
15471,SecurityGroupType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/8.4.1","PubSub Model SKS;"
15480,WriterGroupDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.6/#6.2.6.7.1","PubSub Parameters Discovery;"
15487,StructureDescription,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.33","Base Info UaBinary File;"
15488,EnumDescription,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.34","Base Info UaBinary File;"
15489,ExtensionFieldsType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.4/#9.1.4.2.2","PubSub Model Base;"
15502,NetworkAddressDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.7/#6.2.7.5.3","PubSub Parameters Discovery Extended;"
15510,NetworkAddressUrlDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.7/#6.2.7.5.4","PubSub Parameters Discovery Extended;"
15520,ReaderGroupDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.8/#6.2.8.2.1","PubSub Parameters Discovery Extended;"
15528,EndpointType,"https://reference.opcfoundation.org/v105/Core/docs/Part18/4.4.2","Base Info ServerType;"
15530,PubSubConfigurationDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.12/#6.2.12.1","PubSub Parameters Configuration;"
15532,DatagramWriterGroupTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.1/#6.4.1.3.3","PubSub Parameters Datagram;"
15534,DataTypeSchemaHeader,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.31","Base Info UaBinary File;"
15535,PubSubStatusEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.13/#9.1.13.1","PubSub Model Status Event;"
15548,PubSubTransportLimitsExceedEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.13/#9.1.13.2","PubSub Model Diagnostics Events;"
15563,PubSubCommunicationFailureEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/9.1.13/#9.1.13.3","PubSub Model Diagnostics Events;"
15578,PublishedDataSetDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.3/#6.2.3.5","PubSub Parameters PublishedDataSet;"
15580,PublishedDataSetSourceDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.3/#6.2.3.6","PubSub Parameters PublishedDataSet;"
15581,PublishedDataItemsDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.3/#6.2.3.7.2","PubSub Parameters PublishedDataSet;"
15582,PublishedEventsDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.3/#6.2.3.8.4","PubSub Parameters PublishedDataSet Events;"
15583,DataSetFieldContentMask,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.4/#6.2.4.2","PubSub Parameters Discovery;"
15597,DataSetWriterDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.4/#6.2.4.5.1","PubSub Parameters Discovery;"
15598,DataSetWriterTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.4/#6.2.4.5.2","PubSub Parameters Discovery;"
15605,DataSetWriterMessageDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.4/#6.2.4.5.3","PubSub Parameters Discovery;"
15606,RoleSet,"https://reference.opcfoundation.org/v105/Core/docs/Part18/4.3","Security Role Server Base 2;"
15607,RoleSetType,"https://reference.opcfoundation.org/v105/Core/docs/Part18/4.2.1","Base Info ServerType;"
15609,PubSubGroupDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.5/#6.2.5.7","PubSub Parameters Discovery;"
15611,WriterGroupTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.6/#6.2.6.7.2","PubSub Parameters Discovery;"
15616,WriterGroupMessageDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.6/#6.2.6.7.3","PubSub Parameters Discovery;"
15617,PubSubConnectionDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.7/#6.2.7.5.1","PubSub Parameters Discovery Extended;"
15618,ConnectionTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.7/#6.2.7.5.2","PubSub Parameters Discovery Extended;"
15620,RoleType,"https://reference.opcfoundation.org/v105/Core/docs/Part18/4.4.1","Base Info ServerType;"
15621,ReaderGroupTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.8/#6.2.8.2.2","PubSub Parameters Discovery Extended;"
15622,ReaderGroupMessageDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.8/#6.2.8.2.3","PubSub Parameters Discovery Extended;"
15623,DataSetReaderDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.9/#6.2.9.13.1","PubSub Parameters Discovery Extended;"
15628,DataSetReaderTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.9/#6.2.9.13.2","PubSub Parameters Discovery Extended;"
15629,DataSetReaderMessageDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.9/#6.2.9.13.3","PubSub Parameters Discovery Extended;"
15630,SubscribedDataSetDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.10/#6.2.10.1","PubSub Parameters Discovery Extended;"
15631,TargetVariablesDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.10/#6.2.10.2.2","PubSub Parameters SubscribedDataSet;"
15632,IdentityCriteriaType,"https://reference.opcfoundation.org/v105/Core/docs/Part18/4.4.4","Base Info ServerType;"
15634,IdentityMappingRuleType,"https://reference.opcfoundation.org/v105/Core/docs/Part18/4.4.3","Base Info ServerType;"
15635,SubscribedDataSetMirrorDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.10/#6.2.10.3.4","PubSub Parameters SubscribedDataSet Mirror;"
15642,UadpNetworkMessageContentMask,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.3.1/#6.3.1.1.4","PubSub Parameters UADP;"
15645,UadpWriterGroupMessageDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.3.1/#6.3.1.1.7","PubSub Parameters UADP;"
15646,UadpDataSetMessageContentMask,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.3.1/#6.3.1.3.2","PubSub Parameters UADP;"
15652,UadpDataSetWriterMessageDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.3.1/#6.3.1.3.6","PubSub Parameters UADP;"
15653,UadpDataSetReaderMessageDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.3.1/#6.3.1.4.10","PubSub Parameters UADP;"
15654,JsonNetworkMessageContentMask,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.3.2/#6.3.2.1.1","PubSub Parameters JSON;"
15657,JsonWriterGroupMessageDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.3.2/#6.3.2.1.2","PubSub Parameters JSON;"
15658,JsonDataSetMessageContentMask,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.3.2/#6.3.2.3.1","PubSub Parameters JSON;"
15664,JsonDataSetWriterMessageDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.3.2/#6.3.2.3.2","PubSub Parameters JSON;"
15665,JsonDataSetReaderMessageDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.3.2/#6.3.2.4.3","PubSub Parameters JSON;"
15667,BrokerWriterGroupTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.2/#6.4.2.3.5","PubSub Parameters Broker;"
15669,BrokerDataSetWriterTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.2/#6.4.2.5.7","PubSub Parameters Broker;"
15670,BrokerDataSetReaderTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.2/#6.4.2.6.6","PubSub Parameters Broker;"
15744,TemporaryFileTransferType,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.4.1","Base Info TemporaryFileTransferType Base;"
15746,GenerateFileForRead,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.4.3","Base Info TemporaryFileTransferType Base;"
15749,GenerateFileForWrite,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.4.4","Base Info TemporaryFileTransferType Base;"
15751,CloseAndCommit,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.4.5","Base Info TemporaryFileTransferType Base;"
15803,FileTransferStateMachineType,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.4.6","Base Info TemporaryFileTransferType Base;"
15874,OverrideValueHandling,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.10/#6.2.10.2.4","PubSub Parameters SubscribedDataSet;"
15901,SessionlessInvokeRequestType,"https://reference.opcfoundation.org/v105/Core/docs/Part4/6.3.2",""
15904,DataSetFieldFlags,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.2.3/#6.2.3.2.4","PubSub Parameters Discovery;"
15906,PubSubKeyServiceType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/8.3.1","PubSub Model SKS;"
16307,AudioDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/12.2.3/#12.2.3.1","Base Info Audio Type;"
16309,SelectionListType,"https://reference.opcfoundation.org/v105/Core/docs/Part5/7.18","Base Info Selection List;"
16313,AdditionalParametersType,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.1",""
16348,CreateDirectory,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.3.3","Base Info FileDirectoryType Base;"
16351,CreateFile,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.3.4","Base Info FileDirectoryType Base;"
16354,Delete,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.3.5","Base Info FileDirectoryType Base;"
16356,MoveOrCopy,"https://reference.opcfoundation.org/v105/Core/docs/Part20/4.3.6","Base Info FileDirectoryType Base;"
16361,HasAlarmSuppressionGroup,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.4.4","A & C Suppression Group;"
16362,AlarmGroupMember,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.4.5","A & C Suppression Group;A & C First in Group Alarm;"
16402,Silence,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.6","A & C Silencing;"
16403,Suppress,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.7","A & C Suppression by Operator;"
16405,AlarmGroupType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.3","A & C First in Group Alarm;A & C Suppression Group;"
17080,DiscrepancyAlarmType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.8.24","A & C Discrepancy;"
17218,SafetyConditionClassType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.9.6","A & C ConditionClasses;"
17219,HighlyManagedAlarmConditionClassType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.9.7","A & C ConditionClasses;"
17220,TrainingConditionClassType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.9.8","A & C ConditionClasses;"
17221,TestingConditionClassType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.9.10","A & C ConditionClasses;"
17225,AuditConditionSuppressionEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.10.9","A & C Suppression Auditing;"
17242,AuditConditionSilenceEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.10.10","A & C Silencing Auditing;"
17259,AuditConditionOutOfServiceEventType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/5.10.12","A & C OutOfService Auditing;"
17276,HasEffectDisable,"https://reference.opcfoundation.org/v105/Core/docs/Part9/7.2","A & C StateMachine Trigger;"
17277,AlarmRateVariableType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/8.3","A & C Alarm Metrics;"
17279,AlarmMetricsType,"https://reference.opcfoundation.org/v105/Core/docs/Part9/8.2","A & C Alarm Metrics;"
17421,Reset,"https://reference.opcfoundation.org/v105/Core/docs/Part20/1","Base Info TemporaryFileTransferType Base;"
17467,DatagramConnectionTransportDataType,"https://reference.opcfoundation.org/v105/Core/docs/Part14/6.4.1/#6.4.1.2.2","PubSub Parameters Datagram;"
17496,KeyCredentialConfigurationFolderType,"",""
17497,AnalogUnitType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.2/#5.3.2.4","Data Access AnalogUnitType;"
17545,RsaEncryptedSecret,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.41.2/#7.41.2.4",""
17546,EccEncryptedSecret,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.41.2/#7.41.2.5",""
17548,EphemeralKeyType,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.15",""
17570,AnalogUnitRangeType,"https://reference.opcfoundation.org/v105/Core/docs/Part8/5.3.2/#5.3.2.5","Data Access AnalogUnitRangeType;"
17588,Index,"https://reference.opcfoundation.org/v105/Core/docs/Part4/7.18",""
